"gene_id","tau","cor_to_y","cor_to_b","z","var1","beta","se_beta","t_adj","SPA_pvalue","spa_score","SPA_zvalue","pvalue_noadj","converged","glmm_fdr"
"MG334.mbin.2_00182",0,0.285755148728641,-0.30781638081127,3.546164418932,3.78468765618764,1.82282025617046,0.967975604492519,12.5752820860993,0.000332208477292444,6.89880532297713,3.58879614434335,0.000390882240373355,TRUE,0.00188918347511732
"ERR10897979.sbin.2_00762",0,0.266255834580221,-0.258728695438504,3.00826043055825,5.29906916257379,1.30681959324472,0.753456045124401,9.0496308180625,0.00249584631130291,6.92492740761031,3.0238445681239,0.00262747869839608,TRUE,0.0288325977095442
"ERR10897723.sbin.1_00478",0,0.223788956813744,-0.2424296412439,2.79348881148569,3.91872061501668,1.41115521633166,0.844308802935531,7.80357973989573,0.00487678532984206,5.52992303722718,2.81506180899257,0.00521428327803211,TRUE,0.0620584738396172
"ERR10897595.sbin.1_00593",0,0.221426471062458,-0.216651703776901,2.49436628294232,5.00615259513384,1.11482881573013,0.705875440859338,6.2218631534795,0.0122968529747349,5.5810031689974,2.50350906644192,0.0126182259359598,TRUE,0.126235309463988
"SRR17635712.mbin.7_01059",0,0.191288185623328,-0.208610343803118,2.38563439689989,6.86805599084063,0.910305096998585,0.589365935258612,5.69125147567192,0.0169244761485892,6.2520263749339,2.38834434011968,0.0170496913569316,TRUE,0.147280121173728
"ERR10898139.sbin.1_00313",0,0.198216705366569,-0.20630982321724,2.37179437905062,3.51847007251405,1.26444546985445,0.82103484113019,5.62540857649612,0.0170194340437185,4.44891354400886,2.38628763008423,0.0177019389761594,TRUE,0.147634128558041
"ERR10897595.sbin.1_01051",0,0.20490422437649,-0.205171231363042,2.36129384316248,6.12010639431395,0.954488166871172,0.621148629439551,5.57570861375703,0.018009794073619,5.84156913336526,2.36541670427475,0.0182112942921966,TRUE,0.151226497791742
"ERR10897583.sbin.2_00776",0,0.20490422437649,-0.205171231363042,2.36129384316248,6.12010639431395,0.954488166871172,0.621148629439551,5.57570861375703,0.018009794073619,5.84156913336526,2.36541670427475,0.0182112942921966,TRUE,0.151226497791742
"ERR10897583.sbin.2_00437",0,0.184708917000202,-0.20252557164268,2.34233636129918,4.96091208542435,1.05164338609372,0.687137838994001,5.48653962946426,0.0188401555118334,5.21711038362894,2.34867871534883,0.0191634354616413,TRUE,0.15394183035044
"ERR4421622.sbin.2_01193",0,0.205562189101956,-0.199807671137749,2.29359450228103,5.14098339783612,1.01156440336946,0.667936564985764,5.26057574089377,0.021470658635567,5.20043580356438,2.29960411711519,0.0218138014821393,TRUE,0.161807512368118
"ERR10897595.sbin.1_00591",0,0.204513259616031,-0.19311188906403,2.21776543571935,6.4321620112467,0.874454311245495,0.587190901983026,4.91848352787142,0.0264002886594015,5.62463180136417,2.22027230591787,0.0265708299807891,TRUE,0.173848572290843
"ERR10897595.sbin.1_00598",0,0.200607628807385,-0.187475641161873,2.15289413511185,4.92403563600112,0.970201811094498,0.661227250884679,4.63495315699902,0.0309504059000754,4.77730829194213,2.15770974394618,0.0313269995317281,TRUE,0.183123678053019
"ERR10897696.sbin.1_01201",0,0.205562189101956,-0.185512495647068,2.14669290476249,5.0589648010057,0.954419034260044,0.651409565482313,4.60829042735761,0.0314653509822261,4.82837229973142,2.1511374671672,0.031817738010382,TRUE,0.184095935700968
"ERR10897595.sbin.1_01056",0,0.148902579271352,-0.16954485028813,1.9769268579076,6.49844914456135,0.775507030496922,0.551557047983203,3.90823980151641,0.0480498984254908,5.03959299893404,1.9769268579076,0.0480498984254908,TRUE,0.212842103672379
"ERR10898148.sbin.1_01292",0,0.179410581058223,-0.166145610224435,1.91166745682857,4.79414123684582,0.873085820134181,0.631467147978116,3.6544724654974,0.0559188609873657,4.18569673361063,1.91166745682857,0.0559188609873657,TRUE,0.226695059295462
"SRR17284170.sbin.1_01017",0,0.172039032937607,-0.165356653572823,1.90576266360283,6.38669081176475,0.754103346985665,0.546256303088955,3.63193132998254,0.056681005058823,4.81622491731439,1.90576266360283,0.056681005058823,TRUE,0.228094350049983
"ERR10897763.sbin.2_00812",0,0.157847348986522,-0.147057263992424,1.68874315720634,5.13689775196617,0.745097560688946,0.573365213538435,2.85185345101122,0.0912686612372527,3.82748998449853,1.68874315720634,0.0912686612372527,TRUE,0.299350490997134
"GCF_016162145.1_01069",0,0.175963103676567,-0.142110829801472,1.64100597037062,6.69204385339169,0.634352669758485,0.495194362023174,2.69290059479202,0.100796175863526,4.24511588453988,1.64100597037062,0.100796175863526,TRUE,0.321057093414311
"ERR10897595.sbin.1_00600",0,0.152228740805317,-0.138878621797015,1.61248438495364,5.57503172076333,0.682923168000713,0.537804073590388,2.6001058917193,0.106856575183519,3.80731832444816,1.61248438495364,0.106856575183519,TRUE,0.33507454111461
"ERR10897621.sbin.3_00711",0,0.153887532749175,-0.138109969904315,1.57961560578616,6.65804703793528,0.612178377742398,0.487082221734447,2.49518546204317,0.114194923176292,4.0759124346158,1.57961560578616,0.114194923176292,TRUE,0.352705699560472
"ERR10897749.sbin.6_00409",0,0.226779512074076,-0.128936326352866,1.56044284522033,3.78979635385605,0.801567184923076,0.641676295850585,2.4349818731993,0.118655266546353,3.03777639479213,1.56044284522033,0.118655266546353,TRUE,0.363293336680953
"ERR10897595.sbin.1_01221",0,0.136740987192483,-0.136322878066616,1.55853787571127,6.78529554537789,0.598319251029013,0.479263434939764,2.4290403100266,0.119105796720199,4.059772948721,1.55853787571127,0.119105796720199,TRUE,0.364345304435841
"GCF_001541535.1_01035",0,0.113130596932461,-0.133842391067047,1.54718295123232,4.40165781351752,0.737451617481556,0.592874398336837,2.39377508458395,0.121819135835587,3.24600967417882,1.54718295123232,0.121819135835587,TRUE,0.370765638117818
"ERR10897707.sbin.1_01105",0,0.106341203634735,-0.132691060383883,1.53804945151114,4.13146185633256,0.75669075062411,0.610145307900011,2.36559611529372,0.124036524026497,3.12623897324316,1.53804945151114,0.124036524026497,TRUE,0.376387739433229
"GCF_001541585.1_00255",0,0.178233310374054,-0.131039960420381,1.51602291917434,3.61512319586213,0.797341219653729,0.647576876412436,2.29832549146187,0.129513557164854,2.88248673818719,1.51602291917434,0.129513557164854,TRUE,0.389946112478074
"MG53.mbin.4_00712",0,0.113130596932461,-0.130442465489417,1.50855991742108,4.3976950937425,0.719366164354182,0.58569123481015,2.27575302444949,0.131411283834729,3.16355305158475,1.50855991742107,0.131411283834729,TRUE,0.394539943238987
"ERR10897583.sbin.2_00388",0,0.113130596932461,-0.130442465489417,1.50855991742108,4.3976950937425,0.719366164354182,0.58569123481015,2.27575302444949,0.131411283834729,3.16355305158475,1.50855991742107,0.131411283834729,TRUE,0.394539943238987
"GCF_001541515.1_00999",0,0.103609799919575,-0.130255918754981,1.4938116316063,6.02656066671086,0.608500683484219,0.49786678333968,2.23147319072228,0.135224860489968,3.66716628475267,1.4938116316063,0.135224860489968,TRUE,0.403706545172128
"ERR10897595.sbin.1_00238",0,0.116943764361326,-0.130362978630541,1.49208520516584,3.83429588743144,0.761992702621298,0.623812395508939,2.22631825947479,0.135676809886841,2.92170548591361,1.49208520516584,0.135676809886841,TRUE,0.404881512595257
"ERR10897595.sbin.1_00226",0,0.126371472384313,-0.129895068134027,1.48973565054523,4.93677960292228,0.670482336948036,0.549329264562973,2.21931230850542,0.136293756838726,3.31002352516473,1.48973565054523,0.136293756838726,TRUE,0.406480567193471
"ERR10898151.sbin.2_00729",0,0.215875710368227,-0.125182168580462,1.48838101568588,5.15348985241564,0.655636931946318,0.537410748574312,2.21527804785411,0.136650440255722,3.37881827565427,1.48838101568588,0.136650440255722,TRUE,0.407402501538708
"ERR10897877.sbin.1_00635",0,0.0972356226475304,-0.128440708648149,1.48578958819312,4.51441172544462,0.699289050400546,0.573691047454016,2.20757070038309,0.137334784996111,3.15687868860326,1.48578958819312,0.137334784996111,TRUE,0.409166169432132
"ERR10897595.sbin.1_00240",0,0.0972356226475306,-0.128947045191443,1.48355007807012,4.56382272426434,0.694444955514675,0.570146840688051,2.20092083414185,0.137928321707655,3.16932366872861,1.48355007807012,0.137928321707655,TRUE,0.410690330193716
"ERR10897595.sbin.1_00231",0,0.0972356226475306,-0.128947045191443,1.48355007807012,4.56382272426434,0.694444955514675,0.570146840688051,2.20092083414185,0.137928321707655,3.16932366872861,1.48355007807012,0.137928321707655,TRUE,0.410690330193716
"ERR10897595.sbin.1_00235",0,0.0972356226475306,-0.128947045191443,1.48355007807012,4.56382272426434,0.694444955514675,0.570146840688051,2.20092083414185,0.137928321707655,3.16932366872861,1.48355007807012,0.137928321707655,TRUE,0.410690330193716
"ERR10897595.sbin.1_00233",0,0.0972356226475306,-0.128947045191443,1.48355007807012,4.56382272426434,0.694444955514675,0.570146840688051,2.20092083414185,0.137928321707655,3.16932366872861,1.48355007807012,0.137928321707655,TRUE,0.410690330193716
"ERR10897595.sbin.1_00234",0,0.0972356226475306,-0.128947045191443,1.48355007807012,4.56382272426434,0.694444955514675,0.570146840688051,2.20092083414185,0.137928321707655,3.16932366872861,1.48355007807012,0.137928321707655,TRUE,0.410690330193716
"ERR10897583.sbin.2_00047",0,0.15233877378675,-0.126497377582767,1.4589323709941,6.7241244626523,0.562622749536724,0.465800240576326,2.12848366313448,0.144583722443623,3.78314539340459,1.4589323709941,0.144583722443623,TRUE,0.427444593896308
"ERR10897887.sbin.1_01042",0,0.126371472384313,-0.127185968260781,1.45559738891953,4.95761391542943,0.653739786389839,0.541856494277273,2.11876375862937,0.145503950278767,3.24098946207613,1.45559738891953,0.145503950278767,TRUE,0.429714308494346
"ERR10897603.sbin.1_00815",0,0.132417989017132,-0.126114110733755,1.44397860212927,6.83536600983108,0.552306138803305,0.459620606584327,2.08507420340721,0.148744994499315,3.77521460819716,1.44397860212927,0.148744994499315,TRUE,0.437621796270811
"ERR10897583.sbin.2_00461",0,0.132417989017132,-0.126114110733755,1.44397860212927,6.83536600983108,0.552306138803305,0.459620606584327,2.08507420340721,0.148744994499315,3.77521460819716,1.44397860212927,0.148744994499315,TRUE,0.437621796270811
"GCF_027160285.1_00351",0,0.0851654413688263,-0.118849764233305,1.43412945775299,4.65237912452785,0.664891540417829,0.555209168264055,2.05672730159489,0.151535322944553,3.09332752271507,1.43412945775299,0.151535322944553,TRUE,0.444761050980548
"ERR10897595.sbin.1_00597",0,0.152130881664441,-0.122751779712137,1.41639233879456,4.41774564926812,0.673881005321468,0.566228116221408,2.00616725739593,0.156660665755257,2.97703487938335,1.41639233879456,0.156660665755257,TRUE,0.457993988890475
